HomeTeam,AwayTeam,HomeXG,AwayXG
West Ham,Newcastle United,0.823986,1.62976
Bournemouth,Brentford,2.02714,1.60321
Everton,West Ham,1.189,0.516029
Ipswich,Nottingham Forest,0.520839,1.30722
Manchester City,Brighton,2.02642,2.11119
Southampton,Wolverhampton Wanderers,1.2821,0.540718
Arsenal,Chelsea,0.695725,0.286036
Fulham,Tottenham,1.03966,1.40865
Leicester,Manchester United,1.30455,1.13892
Arsenal,Fulham,2.30189,1.44206
Nottingham Forest,Manchester United,0.512063,1.86688
Wolverhampton Wanderers,West Ham,1.10359,1.73057
Bournemouth,Ipswich,1.99637,1.41263
Brighton,Aston Villa,0.558009,1.20715
Liverpool,Everton,1.29718,0.823136
Manchester City,Leicester,2.07165,0.104741
Newcastle United,Brentford,2.26584,1.53201
Southampton,Crystal Palace,0.687304,0.93776
Chelsea,Tottenham,1.30443,1.40274
Aston Villa,Nottingham Forest,2.63349,0.96769
Crystal Palace,Brighton,0.443965,1.27226
Everton,Arsenal,1.22875,1.4031
Ipswich,Wolverhampton Wanderers,0.872356,2.8096
West Ham,Bournemouth,0.907832,1.94869
Brentford,Chelsea,1.36123,1.47829
Fulham,Liverpool,1.72764,1.40638
Manchester United,Manchester City,1.23317,0.687894
Tottenham,Southampton,2.648,0.780439
Leicester,Newcastle United,0.354575,3.44111
Arsenal,Brentford,0.767369,0.588583
Brighton,Leicester,3.6978,1.98444
Manchester City,Crystal Palace,4.59724,1.33808
Nottingham Forest,Everton,0.423949,1.26036
Southampton,Aston Villa,0.412256,2.99927
Chelsea,Ipswich,2.90758,1.60301
Liverpool,West Ham,1.42902,1.46598
Newcastle United,Manchester United,2.6383,0.786568
Wolverhampton Wanderers,Tottenham,2.22977,1.62887
Bournemouth,Fulham,1.8577,1.07203
Newcastle United,Crystal Palace,2.32947,2.37548
Aston Villa,Newcastle United,3.05371,1.27176
Brentford,Brighton,2.95516,1.24107
Crystal Palace,Bournemouth,0.337818,0.664093
Everton,Manchester City,0.81683,1.87989
West Ham,Southampton,0.98423,0.922877
Fulham,Chelsea,0.306122,0.75172
Ipswich,Arsenal,0.192879,2.81362
Leicester,Liverpool,0.232205,4.52706
Manchester United,Wolverhampton Wanderers,1.13966,0.187814
Tottenham,Nottingham Forest,2.4024,0.557682
Manchester City,Aston Villa,1.36232,1.85906
Arsenal,Crystal Palace,1.92149,2.50515
Brighton,West Ham,1.29433,1.24134
Chelsea,Everton,0.768313,0.916838
Newcastle United,Ipswich,4.11539,0.127203
Southampton,Fulham,0.935581,1.9956
Wolverhampton Wanderers,Leicester,2.57666,1.04978
Bournemouth,Manchester United,0.60995,1.91039
Liverpool,Tottenham,2.51104,0.512812
Nottingham Forest,Brentford,0.670607,1.52054
Manchester City,Wolverhampton Wanderers,0.859463,0.622455
Arsenal,Bournemouth,2.05484,1.41783
Aston Villa,Fulham,1.29013,0.702787
Everton,Ipswich,0.808481,1.14351
Leicester,Southampton,1.60739,0.550774
Brentford,Manchester United,3.58737,1.13404
Brighton,Newcastle United,0.687863,1.63777
Chelsea,Liverpool,3.51944,1.4267
West Ham,Tottenham,1.15166,0.847022
Crystal Palace,Nottingham Forest,2.34037,0.63684
Bournemouth,Aston Villa,1.02272,1.12376
Fulham,Everton,1.20869,1.32604
Ipswich,Brentford,0.717433,1.32077
Southampton,Manchester City,0.136995,1.58463
Wolverhampton Wanderers,Brighton,0.73395,1.41254
Liverpool,Arsenal,2.74682,2.18795
Manchester United,West Ham,2.31287,2.15985
Newcastle United,Chelsea,1.6703,0.646426
Nottingham Forest,Leicester,1.76909,1.22949
Tottenham,Crystal Palace,0.806792,3.98546
Aston Villa,Tottenham,1.69061,0.523016
Chelsea,Manchester United,1.29571,0.337632
Arsenal,Newcastle United,1.15958,2.24634
Brentford,Fulham,2.43045,1.61741
Everton,Southampton,2.67793,1.05025
Leicester,Ipswich,0.788544,1.36957
West Ham,Nottingham Forest,0.850457,2.14756
Brighton,Liverpool,2.17789,3.065
Crystal Palace,Wolverhampton Wanderers,1.68451,1.42886
Manchester City,Bournemouth,1.59779,0.962014
Bournemouth,Leicester,2.72449,0.156702
Fulham,Manchester City,2.21797,2.45923
Ipswich,West Ham,0.893095,0.967379
Liverpool,Crystal Palace,1.92122,1.4144
Manchester United,Aston Villa,2.96259,0.335222
Newcastle United,Everton,1.1591,1.07279
Nottingham Forest,Chelsea,1.58014,1.30874
Southampton,Arsenal,0.598144,2.40711
Tottenham,Brighton,1.85265,3.11624
Wolverhampton Wanderers,Brentford,1.10889,1.97196
