HomeTeam,AwayTeam,HomeXG,AwayXG
Manchester City,Newcastle United,1.34144,0.359809
Southampton,Leicester,1.34332,1.67051
Wolverhampton Wanderers,Tottenham,0.562477,1.25588
Liverpool,Manchester United,3.44269,0.837542
Nottingham Forest,Everton,0.799733,1.70877
Brentford,Fulham,2.44358,1.67531
Bournemouth,Liverpool,1.10128,2.13465
Crystal Palace,Manchester City,0.185498,2.1884
Everton,Brentford,1.71599,1.95088
Leeds,Brighton,0.596738,1.51388
Leicester,Chelsea,2.36139,1.49478
Tottenham,Nottingham Forest,1.73482,1.62805
Fulham,Arsenal,0.61832,2.64355
Manchester United,Southampton,0.910911,1.18053
Newcastle United,Wolverhampton Wanderers,2.45527,0.709895
West Ham,Aston Villa,2.14634,1.99139
Brighton,Crystal Palace,0.588727,1.21452
Southampton,Brentford,0.358977,1.66591
Nottingham Forest,Newcastle United,0.531985,2.50027
Aston Villa,Bournemouth,3.45474,0.50014
Brentford,Leicester,0.476467,1.42133
Chelsea,Everton,1.90027,1.64675
Southampton,Tottenham,2.52077,1.88473
Wolverhampton Wanderers,Leeds,2.76358,1.6549
Arsenal,Crystal Palace,1.53568,1.19194
Arsenal,Leeds,3.29548,0.497609
Bournemouth,Fulham,3.14054,0.601049
Brighton,Brentford,3.8195,1.2788
Chelsea,Aston Villa,2.38024,0.765794
Crystal Palace,Leicester,1.93471,0.198959
Manchester City,Liverpool,3.01243,0.318171
Nottingham Forest,Wolverhampton Wanderers,1.11441,0.383739
Newcastle United,Manchester United,3.33162,0.334127
West Ham,Southampton,1.40363,0.318261
Everton,Tottenham,0.823365,1.39177
Bournemouth,Brighton,1.15322,2.63392
Chelsea,Liverpool,2.18903,0.202217
Leeds,Nottingham Forest,2.43248,0.613917
Leicester,Aston Villa,0.671597,1.00159
Manchester United,Brentford,1.1445,0.64499
West Ham,Newcastle United,0.83342,2.84091
Aston Villa,Nottingham Forest,1.42718,0.232452
Brentford,Newcastle United,2.06521,1.02337
Fulham,West Ham,0.456524,1.23261
Leicester,Bournemouth,0.731965,1.92396
Manchester United,Everton,4.38578,0.949183
Southampton,Manchester City,0.492801,3.05999
Tottenham,Brighton,0.594139,1.47549
Wolverhampton Wanderers,Chelsea,0.601153,0.815308
Leeds,Crystal Palace,1.02075,3.22687
Liverpool,Arsenal,4.64012,1.53631
Aston Villa,Newcastle United,1.91802,0.425086
Chelsea,Brighton,0.46331,2.52107
Everton,Fulham,2.24262,1.92209
Manchester City,Leicester,1.60702,1.92692
Southampton,Crystal Palace,0.678449,0.86306
Tottenham,Bournemouth,2.30604,1.20598
Wolverhampton Wanderers,Brentford,0.93912,1.5133
Nottingham Forest,Manchester United,1.05289,3.33747
West Ham,Arsenal,1.96095,2.71782
Leeds,Liverpool,1.16748,2.65476
Arsenal,Southampton,2.39609,1.43063
Brentford,Aston Villa,2.03162,1.66602
Crystal Palace,Everton,0.368137,0.433712
Fulham,Leeds,1.43763,1.07482
Leicester,Wolverhampton Wanderers,2.66929,0.59626
Liverpool,Nottingham Forest,3.32745,0.724666
Bournemouth,West Ham,0.974687,2.52322
Newcastle United,Tottenham,3.98532,0.883001
Aston Villa,Fulham,0.839159,0.079864
Leeds,Leicester,2.09645,2.08594
Wolverhampton Wanderers,Crystal Palace,1.12829,0.580294
Chelsea,Brentford,1.21124,0.695344
Manchester City,Arsenal,2.01168,0.398372
Nottingham Forest,Brighton,2.43846,2.33064
West Ham,Liverpool,0.939348,1.7045
Everton,Newcastle United,0.777008,2.86368
Southampton,Bournemouth,0.477034,0.988554
Tottenham,Manchester United,2.37239,1.96508
Brentford,Nottingham Forest,1.32059,0.939693
Brighton,Wolverhampton Wanderers,3.60471,0.603985
Crystal Palace,West Ham,2.31888,1.98262
Bournemouth,Leeds,2.51723,1.33691
Fulham,Manchester City,0.431813,2.32338
Liverpool,Tottenham,2.42911,1.44927
Manchester United,Aston Villa,1.3056,0.434738
Newcastle United,Southampton,3.91457,0.897175
Leicester,Everton,3.32486,3.28648
Arsenal,Chelsea,2.7832,0.785202
Liverpool,Fulham,1.67372,0.740125
Manchester City,West Ham,2.99908,0.492075
Brighton,Manchester United,2.09953,1.32105
Bournemouth,Chelsea,1.21755,1.76852
Liverpool,Brentford,1.992,0.183892
Manchester City,Leeds,2.83472,0.140924
Tottenham,Crystal Palace,1.15665,0.306669
Wolverhampton Wanderers,Aston Villa,0.80605,1.50158
Newcastle United,Arsenal,1.37224,1.29061
West Ham,Manchester United,1.76618,1.1942
Brighton,Everton,3.23717,2.94223
Fulham,Leicester,1.75276,2.92566
Nottingham Forest,Southampton,1.91326,3.31096
Aston Villa,Tottenham,1.79987,1.18505
Chelsea,Nottingham Forest,0.999181,1.96797
Crystal Palace,Bournemouth,1.40237,0.262022
Leeds,Newcastle United,2.01567,2.35118
Manchester United,Wolverhampton Wanderers,3.10118,0.268789
Southampton,Fulham,0.149649,1.27085
Arsenal,Brighton,0.958651,2.21276
Brentford,West Ham,4.42571,0.203312
Everton,Manchester City,1.18597,1.04338
Leicester,Liverpool,0.527496,1.77085
Newcastle United,Brighton,4.11359,0.593493
Bournemouth,Manchester United,0.815723,1.71783
Fulham,Crystal Palace,1.95519,1.70785
Liverpool,Aston Villa,0.918508,1.46948
Nottingham Forest,Arsenal,1.1397,0.4902
Tottenham,Brentford,1.61667,1.15344
Wolverhampton Wanderers,Everton,1.28976,2.46976
Brighton,Southampton,2.41418,0.863659
Manchester City,Chelsea,1.20557,1.15648
West Ham,Leeds,2.48001,0.645828
Newcastle United,Leicester,2.05089,0.0839072
Brighton,Manchester City,2.11486,1.92973
Manchester United,Chelsea,4.92231,1.68364
Arsenal,Wolverhampton Wanderers,3.02466,0.38772
Aston Villa,Brighton,2.55845,1.23117
Brentford,Manchester City,1.43893,1.18649
Chelsea,Newcastle United,2.01924,1.51899
Crystal Palace,Nottingham Forest,1.00786,0.436439
Everton,Bournemouth,1.12933,0.432084
Leeds,Tottenham,1.19151,2.03315
Leicester,West Ham,2.03013,0.970352
Manchester United,Fulham,2.74766,1.88167
Southampton,Liverpool,1.33964,4.00345
