Model,Features,NumFeatures,MeanAccuracy,WeightedAccuracy,MeanLogLoss,Brier_A,Brier_D,Brier_H,TotalGames,AccuracyChange,LogLossChange
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5,7,0.5335526315789474,0.5335526315789474,0.9854309077019066,0.1907979530127239,0.18335536163134708,0.2139581853787556,1520,-0.007236842105263097,-0.0050357097244506654
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + HomeElo + AwayAwayGoalsAgainstLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + HomeElo + AwayAwayGoalsAgainstLast5,9,0.5322368421052632,0.5322368421052631,0.9854789516913074,0.1908265724186088,0.18347229413254887,0.21387838842485662,1520,-0.008552631578947256,-0.004987665735049829
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5,7,0.5309210526315788,0.530921052631579,0.9855481853056075,0.19098234947247628,0.18344390720314707,0.21347600251862253,1520,-0.009868421052631637,-0.004918432120749716
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5,8,0.5328947368421053,0.5328947368421053,0.9855497281708486,0.19083447139425522,0.1834947171472668,0.21388852272917494,1520,-0.007894736842105177,-0.004916889255508594
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + GoalDiffLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + GoalDiffLast5,9,0.5322368421052631,0.5322368421052631,0.9855581529977151,0.19097767681279262,0.18336629425171952,0.21388212549887314,1520,-0.008552631578947367,-0.004908464428642123
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalDiffLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalDiffLast5,8,0.5328947368421053,0.5328947368421053,0.9855588473156423,0.1909628729444478,0.183265139355578,0.2139777932988045,1520,-0.007894736842105177,-0.004907770110714971
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo + AwayAwayGoalsAgainstLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo + AwayAwayGoalsAgainstLast5,8,0.531578947368421,0.531578947368421,0.9855688333942552,0.19081807101125375,0.18348995665628517,0.21390708399478442,1520,-0.009210526315789447,-0.004897784032102059
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo + AwayAwayGoalsAgainstLast5 + GoalDiffLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo + AwayAwayGoalsAgainstLast5 + GoalDiffLast5,9,0.5322368421052632,0.5322368421052631,0.985601244044824,0.19100118467029675,0.18336082752766855,0.21387481941572828,1520,-0.008552631578947256,-0.004865373381533256
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + AwayAwayGoalsLast5,8,0.5335526315789474,0.5335526315789474,0.9857069501554063,0.1908517856660679,0.1833447649759728,0.21394811189486682,1520,-0.007236842105263097,-0.004759667270950896
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + GoalsPerGameDiff + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + GoalsPerGameDiff + AwayGoalsAgainstPerGame,8,0.5282894736842105,0.5282894736842105,0.9857388651310108,0.19131290985275456,0.1835210259521519,0.2131612191624389,1520,-0.012499999999999956,-0.004727752295346388
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + GoalDiffLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + GoalDiffLast5,8,0.5289473684210526,0.5289473684210526,0.9857605008011556,0.19117732571592366,0.18338947453871987,0.21350941714545832,1520,-0.011842105263157876,-0.004706116625201595
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo,8,0.531578947368421,0.531578947368421,0.9857672050483458,0.19095977127449393,0.18354754851221947,0.21345838556868313,1520,-0.009210526315789447,-0.004699412378011414
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + GoalDiffLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + GoalDiffLast5 + AwayGoalsAgainstPerGame,8,0.5282894736842105,0.5282894736842105,0.9857958454442269,0.19143196307809265,0.1834068911570943,0.21314034427679068,1520,-0.012499999999999956,-0.004670771982130284
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo,8,0.5322368421052631,0.5322368421052631,0.985823448089938,0.19097929598071103,0.18356663090465303,0.2134752864949342,1520,-0.008552631578947367,-0.004643169336419173
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + AwayAwayGoalsLast5,9,0.5335526315789474,0.5335526315789474,0.985862707016924,0.19100771281499565,0.183262609039372,0.21397953998864766,1520,-0.007236842105263097,-0.004603910409433198
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo + AwayAwayGoalsAgainstLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo + AwayAwayGoalsAgainstLast5 + AwayAwayGoalsLast5,9,0.5342105263157895,0.5342105263157895,0.9858666932960054,0.19090611941570257,0.18346249076788063,0.2138897505378453,1520,-0.006578947368421018,-0.004599924130351818
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5,8,0.5296052631578947,0.5296052631578947,0.9858672857389686,0.19117923095969855,0.18359862298648436,0.21350833965163632,1520,-0.011184210526315796,-0.004599331687388575
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + HomeElo,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + HomeElo,9,0.530921052631579,0.530921052631579,0.985869483103826,0.1910011009470143,0.1835742054059752,0.21347669847135659,1520,-0.009868421052631526,-0.004597134322531171
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsLast5,8,0.531578947368421,0.531578947368421,0.985918388978446,0.191093008488605,0.18346441316294865,0.2135107959066126,1520,-0.009210526315789447,-0.004548228447911251
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalDiffLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalDiffLast5,9,0.5282894736842105,0.5282894736842105,0.9859722191136484,0.19134502696066752,0.18349760581114327,0.21352306170726582,1520,-0.012499999999999956,-0.004494398312708814
BASELINE + AwayPointsLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff,7,0.5309210526315788,0.530921052631579,0.9860176291362934,0.1913420653290714,0.1831320587385466,0.21397179177942702,1520,-0.009868421052631637,-0.004448988290063793
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + GoalDiffLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + GoalDiffLast5 + AwayAwayGoalsLast5,9,0.531578947368421,0.531578947368421,0.9860203558059291,0.1912491498559247,0.18336027737406407,0.21351895609179247,1520,-0.009210526315789447,-0.00444626162042816
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + HomeElo,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + HomeElo,8,0.5335526315789474,0.5335526315789474,0.9860470248939215,0.1906638853410168,0.18350198915743815,0.21421333350550642,1520,-0.007236842105263097,-0.004419592532435734
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + GoalDiffLast5 + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + GoalDiffLast5 + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,9,0.531578947368421,0.531578947368421,0.9860584063723266,0.19151423941083068,0.18339078715924068,0.21319581746327354,1520,-0.009210526315789447,-0.004408211054030664
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo + GoalDiffLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo + GoalDiffLast5,9,0.531578947368421,0.531578947368421,0.9860605769334345,0.1911916761436042,0.18350685416138765,0.21349513457877184,1520,-0.009210526315789447,-0.004406040492922703
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo + AwayAwayGoalsLast5,9,0.5302631578947368,0.5302631578947369,0.9860612585094428,0.19106220454188766,0.18356334426727672,0.21348494691728584,1520,-0.010526315789473717,-0.004405358916914404
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + HomeElo + GoalsPerGameDiff + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + HomeElo + GoalsPerGameDiff + AwayGoalsAgainstPerGame,9,0.5269736842105264,0.5269736842105263,0.9860888826857572,0.19137405071660252,0.18366348169098198,0.21311574737798175,1520,-0.013815789473684115,-0.004377734740599992
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff + AwayGoalsAgainstPerGame,9,0.5282894736842105,0.5282894736842105,0.9860897994598645,0.19181571045727427,0.18366902039061425,0.21316901335923039,1520,-0.012499999999999956,-0.0043768179664926965
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayElo + GoalsPerGameDiff + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayElo + GoalsPerGameDiff + AwayGoalsAgainstPerGame,9,0.5276315789473685,0.5276315789473685,0.9861050840154514,0.19142155672273223,0.18363367665347366,0.21315805783026906,1520,-0.013157894736842035,-0.004361533410905838
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + GoalsPerGameDiff + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + GoalsPerGameDiff + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,9,0.5289473684210526,0.5289473684210526,0.9861076063133546,0.1914460844290786,0.18352735843470477,0.2132211212357054,1520,-0.011842105263157876,-0.004359011113002631
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + HomeElo + GoalDiffLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + HomeElo + GoalDiffLast5 + AwayGoalsAgainstPerGame,9,0.5289473684210526,0.5289473684210526,0.9861239865101636,0.19150728906412687,0.1835555615432938,0.2130813258277873,1520,-0.011842105263157876,-0.0043426309161935794
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + AwayAwayGoalsLast5,9,0.5335526315789474,0.5335526315789474,0.9861275863998533,0.1910290316116559,0.18350420393136305,0.21392562184509195,1520,-0.007236842105263097,-0.004339031026503903
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + GoalDiffLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + GoalDiffLast5,9,0.531578947368421,0.531578947368421,0.9861287179724525,0.19120914445677684,0.1835245763939219,0.2135078039533584,1520,-0.009210526315789447,-0.0043378994539047255
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + AwayGoalsAgainstPerGame,9,0.5302631578947369,0.5302631578947369,0.9861334605968737,0.1919078683694837,0.1836189200949409,0.2131572276126603,1520,-0.010526315789473606,-0.004333156829483542
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsLast5,9,0.530921052631579,0.530921052631579,0.9861458647206249,0.19110464267915203,0.18357536699385507,0.21348751560999982,1520,-0.009868421052631526,-0.004320752705732289
BASELINE + AwayPointsLast5 + AwayAwayPointsLast5 + HomeElo + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + HomeElo + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff,8,0.5296052631578948,0.5296052631578947,0.9861527418395424,0.19139580092910435,0.18328476856927423,0.21389127696408644,1520,-0.011184210526315685,-0.0043138755868148415
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + AwayAwayGoalsLast5,9,0.5302631578947368,0.5302631578947369,0.9861642493079648,0.19123768029636176,0.18359270503290742,0.2135072180777953,1520,-0.010526315789473717,-0.004302368118392463
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + GoalDiffLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + GoalDiffLast5 + AwayGoalsAgainstPerGame,9,0.5302631578947369,0.5302631578947369,0.9861655734304083,0.19112799267706615,0.1836700162451126,0.21330900182515747,1520,-0.010526315789473606,-0.004301043995948883
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + GoalDiffLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + GoalDiffLast5 + AwayAwayGoalsLast5,8,0.5322368421052631,0.5322368421052631,0.9861946009495665,0.19131493888336398,0.18342750451090334,0.21351270420438423,1520,-0.008552631578947367,-0.004272016476790763
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + HomeElo,7,0.5328947368421053,0.5328947368421053,0.9862095099042572,0.19071256118884522,0.18357859142033633,0.2142121430149108,1520,-0.007894736842105177,-0.004257107522100068
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayGoalsLast5,7,0.5328947368421052,0.5328947368421053,0.9862117999036879,0.19115562020599075,0.18359865676483628,0.21351045379834657,1520,-0.007894736842105288,-0.0042548175226693186
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayGoalsAgainstPerGame,8,0.531578947368421,0.531578947368421,0.9862222028158893,0.19112400939618268,0.18377553558244225,0.2132595329033889,1520,-0.009210526315789447,-0.004244414610467873
BASELINE + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + GoalsPerGameDiff + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + GoalsPerGameDiff + AwayGoalsAgainstPerGame,8,0.5269736842105264,0.5269736842105263,0.9862320006675143,0.19117354939230577,0.18338831080919643,0.2137163487630201,1520,-0.013815789473684115,-0.004234616758842957
BASELINE + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + HomeElo + AwayAwayGoalsAgainstLast5 + GoalDiffLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + HomeElo + AwayAwayGoalsAgainstLast5 + GoalDiffLast5,9,0.5414473684210527,0.5414473684210527,0.9862365971729665,0.19067321981682597,0.18336572173133997,0.21429270332369285,1520,0.0006578947368421906,-0.004230020253390698
BASELINE + AwayPointsLast5 + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff,8,0.5296052631578948,0.5296052631578947,0.9862409610041549,0.19141148080611903,0.18329433842606704,0.2139358307744635,1520,-0.011184210526315685,-0.004225656422202295
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayElo + GoalDiffLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayElo + GoalDiffLast5 + AwayGoalsAgainstPerGame,9,0.5282894736842105,0.5282894736842105,0.9862623858063564,0.19156533541880366,0.1835558620529092,0.21310187775566988,1520,-0.012499999999999956,-0.004204231620000831
BASELINE + AwayPointsLast5 + AwayAwayPointsLast5 + AwayElo + HomeElo + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayElo + HomeElo + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff,9,0.5296052631578947,0.5296052631578947,0.9862706386477771,0.1913694550322262,0.1833240617989525,0.2139525270420441,1520,-0.011184210526315796,-0.004195978778580134
BASELINE + AwayPointsLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalDiffLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalDiffLast5,7,0.5342105263157895,0.5342105263157895,0.9862779468431093,0.19149945190406023,0.18308506643767933,0.21399138783616542,1520,-0.006578947368421018,-0.0041886705832479
BASELINE + HomePPG + AwayGDPerGame + AwayElo,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomePPG + AwayGDPerGame + AwayElo,6,0.5381578947368422,0.5381578947368421,0.9862884764105369,0.19028486328269417,0.1836618449948098,0.2141450537500062,1520,-0.002631578947368318,-0.004178141015820369
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5,6,0.5328947368421053,0.5328947368421053,0.9862913693919462,0.19070141886777917,0.18355444370233368,0.2142913446217671,1520,-0.007894736842105177,-0.00417524803441105
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + GoalsPerGameDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + GoalsPerGameDiff,7,0.5309210526315788,0.530921052631579,0.9862995105492979,0.1915385310937317,0.183365813952866,0.21352875578315592,1520,-0.009868421052631637,-0.004167106877059346
BASELINE + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + GoalDiffLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + GoalDiffLast5 + AwayGoalsAgainstPerGame,8,0.5322368421052631,0.5322368421052631,0.9863426043303162,0.1913462073913483,0.18326832441912239,0.2136894249121803,1520,-0.008552631578947367,-0.004124013096041046
BASELINE + AwayPointsLast5 + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff + AwayGoalsAgainstPerGame,9,0.5289473684210526,0.5289473684210526,0.9863548275632654,0.19171914135065682,0.18356327281569187,0.21376602732502287,1520,-0.011842105263157876,-0.004111789863091797
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + GoalDiffLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + GoalDiffLast5,7,0.5302631578947368,0.5302631578947369,0.9863554495775317,0.19115278750193043,0.18360794814746662,0.2135510768419953,1520,-0.010526315789473717,-0.004111167848825481
BASELINE + AwayPointsLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff + AwayGoalsAgainstPerGame,8,0.5296052631578948,0.5296052631578947,0.986357777836959,0.19161616068158538,0.18350612577282996,0.21383069132214863,1520,-0.011184210526315685,-0.004108839589398228
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff,6,0.531578947368421,0.531578947368421,0.9863654883863706,0.190984217758092,0.183767640061476,0.2135473016486436,1520,-0.009210526315789447,-0.004101129039986606
