Features,NumFeatures,AddedFeatures,Accuracy,AccuracyChange,LogLoss,LogLossChange
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,7,GoalDiffLast5 + HomePointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.5436708860759494,0.0006329113924050667,0.9810159308732264,0.002993666267018691
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPPG + AwayGDPerGame,7,GoalDiffLast5 + HomePointsLast5 + AwayPPG + AwayGDPerGame,0.540506329113924,-0.0025316455696202667,0.9815759866270563,0.003553722020848582
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5411392405063291,-0.0018987341772152,0.9813485781771746,0.00332631357096691
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5,7,GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5,0.5392405063291139,-0.0037974683544304,0.9813577242097689,0.003335459603561186
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayPPG,7,GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayPPG,0.5335443037974683,-0.009493670886076,0.9791133973851547,0.0010911327789470127
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5,7,GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5,0.539873417721519,-0.0031645569620253333,0.9800718900098515,0.00204962540364384
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGDPerGame,7,GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGDPerGame,0.5341772151898734,-0.008860759493670933,0.9794890902756013,0.001466825669393601
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + AwayGoalsLast5 + AwayPPG,7,GoalDiffLast5 + AwayPointsLast5 + AwayGoalsLast5 + AwayPPG,0.5354430379746835,-0.0075949367088608,0.9796828570553924,0.0016605924491847057
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,7,GoalDiffLast5 + AwayPointsLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,0.540506329113924,-0.0025316455696202667,0.9801897199401017,0.002167455333894064
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + AwayGoalsLast5 + AwayGDPerGame,7,GoalDiffLast5 + AwayPointsLast5 + AwayGoalsLast5 + AwayGDPerGame,0.5354430379746835,-0.0075949367088608,0.9804124264748536,0.0023901618686459347
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,7,GoalDiffLast5 + AwayPointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.5386075949367088,-0.004430379746835467,0.9793942446532306,0.0013719800470228805
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + AwayPPG + AwayGDPerGame,7,GoalDiffLast5 + AwayPointsLast5 + AwayPPG + AwayGDPerGame,0.5335443037974683,-0.009493670886076,0.9799449873549919,0.0019227227487842447
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5354430379746835,-0.0075949367088608,0.980075752041486,0.002053487435278334
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG,7,GoalDiffLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG,0.5367088607594936,-0.006329113924050667,0.9827296362751156,0.004707371668907889
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,7,GoalDiffLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,0.5411392405063291,-0.0018987341772152,0.9835817708156365,0.0055595062094287995
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayGDPerGame,7,GoalDiffLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayGDPerGame,0.5354430379746835,-0.0075949367088608,0.9842516315126281,0.006229366906420397
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomeShotsOnTargetLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,7,GoalDiffLast5 + HomeShotsOnTargetLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.5411392405063291,-0.0018987341772152,0.981712371992954,0.003690107386746355
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomeShotsOnTargetLast5 + AwayPPG + AwayGDPerGame,7,GoalDiffLast5 + HomeShotsOnTargetLast5 + AwayPPG + AwayGDPerGame,0.5386075949367088,-0.004430379746835467,0.9824226643262259,0.0044003997200182665
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,GoalDiffLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5430379746835443,0.0,0.9821104614011766,0.004088196794968968
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayGoalsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,7,GoalDiffLast5 + AwayGoalsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.5417721518987342,-0.0012658227848101333,0.9813704464706984,0.003348181864490707
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayGoalsLast5 + AwayPPG + AwayGDPerGame,7,GoalDiffLast5 + AwayGoalsLast5 + AwayPPG + AwayGDPerGame,0.5348101265822784,-0.008227848101265867,0.9817786727545192,0.003756408148311574
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,GoalDiffLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5360759493670886,-0.006962025316455733,0.9820224038940373,0.004000139287829607
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,GoalDiffLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5424050632911392,-0.0006329113924050667,0.9825276051693976,0.0045053405631899635
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5,7,HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5,0.5373417721518987,-0.0056962025316456,0.9805996923759226,0.002577427769714924
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayPPG,7,HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayPPG,0.5348101265822784,-0.008227848101265867,0.9786380639565971,0.0006157993503894676
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5,7,HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5,0.5373417721518987,-0.0056962025316456,0.9789795082069629,0.0009572436007552199
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGDPerGame,7,HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGDPerGame,0.5316455696202531,-0.0113924050632912,0.9786577518198223,0.0006354872136146161
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayPointsLast5 + AwayGoalsLast5 + AwayPPG,7,HomePointsLast5 + AwayPointsLast5 + AwayGoalsLast5 + AwayPPG,0.5341772151898734,-0.008860759493670933,0.9797718356437345,0.0017495710375268203
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayPointsLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,7,HomePointsLast5 + AwayPointsLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,0.5386075949367088,-0.004430379746835467,0.9794959427190053,0.0014736781127976384
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayPointsLast5 + AwayGoalsLast5 + AwayGDPerGame,7,HomePointsLast5 + AwayPointsLast5 + AwayGoalsLast5 + AwayGDPerGame,0.5354430379746835,-0.0075949367088608,0.9800106047692418,0.0019883401630341746
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayPointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,7,HomePointsLast5 + AwayPointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.5354430379746835,-0.0075949367088608,0.9791399612102796,0.001117696604071905
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayPointsLast5 + AwayPPG + AwayGDPerGame,7,HomePointsLast5 + AwayPointsLast5 + AwayPPG + AwayGDPerGame,0.530379746835443,-0.012658227848101333,0.9795184315989266,0.001496166992718928
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5322784810126582,-0.010759493670886133,0.9794295231444874,0.001407258538279721
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG,7,HomePointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG,0.5411392405063291,-0.0018987341772152,0.9817352492303872,0.0037129846241795716
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,7,HomePointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,0.540506329113924,-0.0025316455696202667,0.981434825885293,0.003412561279085291
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayGDPerGame,7,HomePointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayGDPerGame,0.5354430379746835,-0.0075949367088608,0.9821973207682799,0.004175056162072255
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,7,HomePointsLast5 + HomeShotsOnTargetLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.539873417721519,-0.0031645569620253333,0.9804779619921806,0.0024556973859729547
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayPPG + AwayGDPerGame,7,HomePointsLast5 + HomeShotsOnTargetLast5 + AwayPPG + AwayGDPerGame,0.5386075949367088,-0.004430379746835467,0.9814346698999523,0.003412405293744647
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,HomePointsLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5411392405063291,-0.0018987341772152,0.9806714308221244,0.0026491662159167095
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayGoalsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,7,HomePointsLast5 + AwayGoalsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.5411392405063291,-0.0018987341772152,0.980531969139738,0.002509704533530277
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayGoalsLast5 + AwayPPG + AwayGDPerGame,7,HomePointsLast5 + AwayGoalsLast5 + AwayPPG + AwayGDPerGame,0.5373417721518987,-0.0056962025316456,0.9810973373248288,0.0030750727186211746
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,HomePointsLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5379746835443038,-0.005063291139240533,0.9809429151254474,0.0029206505192397314
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomePointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,HomePointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5392405063291139,-0.0037974683544304,0.9814646237825879,0.0034423591763802497
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG,7,AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG,0.5348101265822784,-0.008227848101265867,0.981373421570314,0.003351156964106372
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,7,AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,0.5354430379746835,-0.0075949367088608,0.9825107424641566,0.004488477857948925
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayGDPerGame,7,AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayGDPerGame,0.5329113924050632,-0.010126582278481067,0.9822283986931126,0.004206134086904956
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,7,AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.5386075949367088,-0.004430379746835467,0.9802093104864102,0.002187045880202576
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayPPG + AwayGDPerGame,7,AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayPPG + AwayGDPerGame,0.531012658227848,-0.012025316455696267,0.9805185818691424,0.002496317262934755
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + AwayPointsLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,AwayPointsLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5329113924050632,-0.010126582278481067,0.980563629008579,0.0025413644023712934
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + AwayPointsLast5 + AwayGoalsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,7,AwayPointsLast5 + AwayGoalsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.540506329113924,-0.0025316455696202667,0.9798957823024693,0.0018735176962616507
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + AwayPointsLast5 + AwayGoalsLast5 + AwayPPG + AwayGDPerGame,7,AwayPointsLast5 + AwayGoalsLast5 + AwayPPG + AwayGDPerGame,0.5348101265822784,-0.008227848101265867,0.9802731008258476,0.002250836219639951
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + AwayPointsLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,AwayPointsLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5322784810126582,-0.010759493670886133,0.9806521164778171,0.0026298518716094677
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + AwayPointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,AwayPointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5316455696202531,-0.0113924050632912,0.9798151891570042,0.001792924550796493
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,7,HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.5373417721518987,-0.0056962025316456,0.9835681254763902,0.005545860870182495
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG + AwayGDPerGame,7,HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG + AwayGDPerGame,0.5329113924050632,-0.010126582278481067,0.9840690374889774,0.00604677288276978
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomeShotsOnTargetLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,HomeShotsOnTargetLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5329113924050632,-0.010126582278481067,0.984154201073939,0.006131936467731358
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + HomeShotsOnTargetLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,HomeShotsOnTargetLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5392405063291139,-0.0037974683544304,0.9828963147548393,0.004874050148631626
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + AwayGoalsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,7,AwayGoalsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5367088607594936,-0.006329113924050667,0.9815728400353111,0.0035505754291034197
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5,8,GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5,0.5386075949367088,-0.004430379746835467,0.9817994561786456,0.0037771915724379435
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayPPG,8,GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayPPG,0.5335443037974683,-0.009493670886076,0.9794599142906748,0.001437649684467135
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5,8,GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5,0.540506329113924,-0.0025316455696202667,0.9797314873958678,0.0017092227896601253
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGDPerGame,8,GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGDPerGame,0.5341772151898734,-0.008860759493670933,0.9794515089864266,0.0014292443802189636
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + AwayGoalsLast5 + AwayPPG,8,GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + AwayGoalsLast5 + AwayPPG,0.5329113924050632,-0.010126582278481067,0.9803166981869568,0.0022944335807491
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,8,GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,0.5360759493670886,-0.006962025316455733,0.9801694663920728,0.002147201785865138
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + AwayGoalsLast5 + AwayGDPerGame,8,GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + AwayGoalsLast5 + AwayGDPerGame,0.5341772151898734,-0.008860759493670933,0.9808568118911346,0.002834547284926936
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,8,GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.5341772151898734,-0.008860759493670933,0.9799994478236929,0.00197718321748519
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + AwayPPG + AwayGDPerGame,8,GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + AwayPPG + AwayGDPerGame,0.5329113924050632,-0.010126582278481067,0.9804283264840825,0.0024060618778748433
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,8,GoalDiffLast5 + HomePointsLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5329113924050632,-0.010126582278481067,0.980321928866722,0.0022996642605143114
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG,8,GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG,0.5386075949367088,-0.004430379746835467,0.9830758587152507,0.005053594109043047
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,8,GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,0.5392405063291139,-0.0037974683544304,0.98297306556723,0.004950800961022295
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayGDPerGame,8,GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayGDPerGame,0.5341772151898734,-0.008860759493670933,0.9841810180843262,0.0061587534781185616
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,8,GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.5411392405063291,-0.0018987341772152,0.9810031268285455,0.0029808622223378434
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayPPG + AwayGDPerGame,8,GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetLast5 + AwayPPG + AwayGDPerGame,0.5379746835443038,-0.005063291139240533,0.9816663862334425,0.00364412162723482
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,8,GoalDiffLast5 + HomePointsLast5 + HomeShotsOnTargetLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.540506329113924,-0.0025316455696202667,0.9810281097930179,0.003005845186810241
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayGoalsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,8,GoalDiffLast5 + HomePointsLast5 + AwayGoalsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5,0.5411392405063291,-0.0018987341772152,0.9813276419559683,0.003305377349760663
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayGoalsLast5 + AwayPPG + AwayGDPerGame,8,GoalDiffLast5 + HomePointsLast5 + AwayGoalsLast5 + AwayPPG + AwayGDPerGame,0.5373417721518987,-0.0056962025316456,0.9821445551111883,0.004122290504980586
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,8,GoalDiffLast5 + HomePointsLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.5367088607594936,-0.006329113924050667,0.9818575398631106,0.0038352752569029702
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + HomePointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,8,GoalDiffLast5 + HomePointsLast5 + AwayPPG + HomeShotsOnTargetAgainstLast5 + AwayGDPerGame,0.540506329113924,-0.0025316455696202667,0.9820860919205833,0.004063827314375601
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG,8,GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayPPG,0.5348101265822784,-0.008227848101265867,0.9820076309902934,0.003985366384085753
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,8,GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + HomeShotsOnTargetAgainstLast5,0.5392405063291139,-0.0037974683544304,0.9833669160560682,0.005344651449860516
EloDiff + XGDDiffLast5 + GoalsPerGameDiff + GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayGDPerGame,8,GoalDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetLast5 + AwayGoalsLast5 + AwayGDPerGame,0.5316455696202531,-0.0113924050632912,0.9834225731743466,0.00540030856813889
